RespondentID,State,Region,AgeGroup,Gender,IncomeBracket,RaceEthnicity,PlanPurchase12Mo,RecentPurchasePrice,ChannelPreference,TradSlipOnBrand,HandsFreeAwareness,BrandAwarenessProxy_DistWt,DistNearestRetailerMiles,DistNearestFlagshipMiles,IsControlGroup,SawFeatureExplanation,Initial_Intent_79,Initial_Intent_99,Initial_Intent_119,Initial_Intent_139,Initial_Intent_159,Initial_Intent_179,Initial_Intent_199,Initial_Prob_79,Initial_Prob_99,Initial_Prob_119,Initial_Prob_139,Initial_Prob_159,Initial_Prob_179,Initial_Prob_199,Post_Intent_79,Post_Intent_99,Post_Intent_119,Post_Intent_139,Post_Intent_159,Post_Intent_179,Post_Intent_199,Post_Prob_79,Post_Prob_99,Post_Prob_119,Post_Prob_139,Post_Prob_159,Post_Prob_179,Post_Prob_199,ValuePerceptionPost,VW_TooCheap,VW_Bargain,VW_Expensive,VW_TooExpensive,Importance_Brand,Importance_Comfort,Importance_Durability,Importance_Fit,Importance_HandsFreeConvenience,Importance_Material,Importance_Price,Importance_Style,Top3Driver1,Top3Driver2,Top3Driver3,PrimaryUsage,MultiPurchaseLikelihood,Segment
210,SC,South,55-64,Female,$150k+,White,Yes,$200 or more,Online Primarily,Vans,Never heard of it,0.0441,59.3,-1.0,0,1,4,3,4,2,2,2,1,88,64,69,27,9,11,8,5,4,4,4,2,3,2,95,96,79,75,33,30,15,5.0,90,115,140,200,4,4,4,4,2,4,3,3,Comfort,Durability,Brand,Specific activity needing convenience,4,Curious Skeptics
211,NV,West,55-64,Female,Less than $25k,White,Yes,$50-$99,In-Store Primarily,None,Vaguely aware of it,0.1073,102.0,82.1,1,0,3,3,3,2,1,1,1,57,42,46,29,0,0,1,4,4,3,2,1,1,1,68,61,46,29,1,0,0,,55,95,115,145,1,4,4,3,3,2,4,3,Durability,Price,Comfort,Everyday casual wear,4,Value Seekers
212,UT,West,55-64,Female,$75k-$99k,White,Yes,$150-$199,Equal Mix,None,Somewhat familiar,0.2077,50.0,45.7,0,1,4,4,3,2,2,1,1,92,76,53,22,7,8,3,5,4,4,3,3,2,2,98,85,78,57,41,20,19,5.0,105,115,165,175,1,5,5,4,1,3,5,3,Durability,Comfort,Price,Everyday casual wear,3,Traditionalists
213,WY,West,65+,Male,$25k-$49k,Hispanic or Latino,Yes,$50-$99,In-Store Primarily,Crocs,Never heard of it,0.072,52.7,96.8,1,0,3,3,2,2,1,1,1,59,59,21,12,0,0,2,3,2,2,2,1,1,1,73,33,28,23,0,0,0,,60,85,125,135,4,4,4,3,3,3,4,3,Comfort,Durability,Price,Specific activity needing convenience,2,Curious Skeptics
214,DE,South,35-44,Male,$50k-$74k,White,Yes,$50-$99,Online Primarily,Crocs,Never heard of it,0.0346,75.7,87.3,1,0,3,2,2,1,1,1,1,63,27,28,11,0,0,0,3,3,2,2,1,1,1,47,50,19,29,0,2,0,,80,90,100,150,2,5,5,3,2,4,5,2,Durability,Price,Comfort,Everyday casual wear,3,Value Seekers
215,VA,South,35-44,Male,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,None,Never heard of it,0.01,136.0,-1.0,1,0,3,3,3,1,1,1,1,56,47,40,2,1,0,9,4,3,2,2,1,1,1,69,43,28,22,0,0,0,,40,125,135,145,2,5,5,3,2,4,5,3,Comfort,Durability,Price,Other,2,Value Seekers
216,WI,Midwest,65+,Male,$75k-$99k,White,Yes,$150-$199,In-Store Primarily,Other,Vaguely aware of it,0.0661,53.1,102.8,0,1,3,3,2,2,1,1,1,51,49,10,10,0,7,0,3,3,2,2,1,1,1,62,42,35,17,0,0,1,4.0,60,100,120,130,2,5,5,3,1,3,5,3,Comfort,Price,Durability,Specific activity needing convenience,4,Value Seekers
217,NC,South,35-44,Male,$100k-$149k,White,Yes,$200 or more,Online Primarily,Other,Never heard of it,0.0389,69.1,-1.0,0,1,3,2,2,2,1,1,1,49,33,35,30,9,1,0,4,3,3,3,1,2,1,84,54,49,44,5,6,0,4.0,80,110,135,180,3,5,4,2,5,2,2,5,HandsFreeConvenience,Comfort,Style,Travel,4,Premium Enthusiasts
218,VT,Northeast,65+,Female,$50k-$74k,Black or African American,Yes,$150-$199,Online Primarily,Crocs,Never heard of it,0.0577,41.6,119.5,1,0,3,3,2,1,1,1,1,47,39,13,0,6,7,0,3,2,2,2,1,1,1,65,15,28,11,0,8,3,,40,80,90,155,4,4,3,3,5,3,3,4,HandsFreeConvenience,Comfort,Brand,Style/Fashion statement,5,Premium Enthusiasts
219,NE,Midwest,35-44,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,Skechers,Never heard of it,0.0524,40.4,141.5,0,1,3,2,2,1,1,1,1,67,25,11,0,9,0,2,3,2,2,2,1,1,1,40,34,20,9,0,9,0,5.0,105,115,125,150,3,5,3,3,4,3,4,4,Comfort,HandsFreeConvenience,Price,Work/Office (casual environment),3,Interested Pragmatists
220,ME,Northeast,55-64,Male,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.01,94.4,-1.0,0,1,2,3,1,1,1,1,1,28,35,0,7,5,0,1,3,2,2,1,1,1,1,40,24,10,0,2,5,3,4.0,80,90,100,110,2,4,4,3,3,4,4,4,Style,Price,Material,Everyday casual wear,4,Interested Pragmatists
221,AL,South,45-54,Male,$50k-$74k,White,Yes,$150-$199,In-Store Primarily,None,Never heard of it,0.01,69.6,-1.0,0,1,2,2,2,1,1,1,1,21,17,3,6,0,0,5,2,2,2,1,1,1,1,32,20,28,0,0,3,0,5.0,85,95,105,115,4,3,4,3,2,3,3,3,Durability,Brand,Price,Everyday casual wear,4,Curious Skeptics
222,OR,West,65+,Female,$150k+,Other,Yes,$150-$199,Online Primarily,None,Never heard of it,0.01,90.1,-1.0,1,0,4,4,2,2,2,1,1,82,88,26,25,20,0,0,3,3,3,3,1,1,1,56,51,48,37,15,3,1,,70,95,140,150,3,3,4,3,3,2,3,2,Durability,Fit,HandsFreeConvenience,Specific activity needing convenience,3,Curious Skeptics
223,IL,Midwest,35-44,Male,$75k-$99k,White,Yes,$150-$199,Online Primarily,Nike,Never heard of it,0.01,70.0,-1.0,1,0,3,2,2,1,1,1,1,53,37,5,0,2,3,0,3,2,2,1,1,1,1,50,29,21,2,1,1,0,,60,75,85,130,3,4,4,3,5,3,3,5,Style,HandsFreeConvenience,Comfort,Travel,4,Premium Enthusiasts
224,MI,Midwest,65+,Male,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Adidas,Never heard of it,0.01,79.2,-1.0,0,1,4,4,2,2,1,1,1,76,65,28,4,0,0,2,4,3,3,2,1,1,1,73,56,55,23,13,3,0,5.0,60,80,145,155,3,5,4,2,5,4,2,5,Style,Comfort,HandsFreeConvenience,Specific activity needing convenience,5,Premium Enthusiasts
225,PA,Northeast,35-44,Female,$150k+,White,Yes,$200 or more,In-Store Primarily,Crocs,Somewhat familiar,0.2256,58.1,23.5,1,0,4,4,3,2,2,1,1,97,76,52,19,13,0,2,4,4,4,3,2,2,1,69,79,77,40,24,12,0,,75,105,150,160,1,5,4,3,3,3,3,3,Comfort,Durability,Material,Work/Office (casual environment),3,Value Seekers
226,TX,South,25-34,Female,$150k+,Hispanic or Latino,Yes,$100-$149,Online Primarily,Skechers,Somewhat familiar,0.01,101.9,-1.0,0,1,5,5,4,3,3,2,2,100,99,76,61,48,23,24,5,5,5,4,3,4,2,89,92,96,76,62,55,37,4.0,120,135,200,255,1,4,4,4,1,2,4,2,Durability,Comfort,Fit,Travel,3,Traditionalists
227,IA,Midwest,18-24,Male,Less than $25k,White,Yes,$50-$99,In-Store Primarily,Vans,Never heard of it,0.01,37.3,64.4,1,0,4,4,3,3,2,2,1,93,80,40,60,22,14,1,4,4,3,2,2,2,1,95,99,58,28,24,17,5,,95,105,145,180,1,3,4,3,1,3,5,3,Price,Durability,Style,Work/Office (casual environment),2,Traditionalists
228,OR,West,25-34,Female,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Other,Never heard of it,0.01,74.6,-1.0,0,1,4,3,3,2,2,1,1,89,43,40,16,9,0,2,4,3,3,2,2,2,1,84,52,61,25,24,6,1,3.0,80,115,160,170,1,5,5,4,2,3,5,2,Durability,Price,Comfort,Everyday casual wear,3,Value Seekers
229,IA,Midwest,18-24,Female,$25k-$49k,White,Yes,$150-$199,Online Primarily,None,Never heard of it,0.0609,34.5,74.9,0,1,3,3,2,1,1,1,1,44,39,22,2,0,2,0,4,3,3,2,2,1,1,73,55,52,8,7,0,4,5.0,80,90,130,150,3,4,4,2,2,3,3,4,Comfort,Durability,Style,Work/Office (casual environment),4,Curious Skeptics
230,NE,Midwest,18-24,Male,$50k-$74k,White,Yes,Less than $50,In-Store Primarily,None,Never heard of it,0.0486,30.5,108.9,1,0,3,3,2,1,1,1,1,60,39,32,0,0,2,1,3,3,2,2,1,1,1,63,38,10,1,0,0,0,,55,65,105,145,2,4,4,3,3,4,4,2,Durability,Material,Price,Everyday casual wear,3,Value Seekers
231,NM,West,65+,Male,$100k-$149k,Hispanic or Latino,Yes,$200 or more,Online Primarily,Skechers,Vaguely aware of it,0.0452,57.6,114.3,1,0,4,3,2,2,2,1,1,83,58,31,42,4,1,5,4,3,3,2,2,1,1,77,66,61,23,23,6,0,,85,95,135,145,4,3,4,3,3,2,4,4,Price,Durability,Style,Work/Office (casual environment),3,Curious Skeptics
232,CT,Northeast,18-24,Female,$150k+,Hispanic or Latino,Yes,$150-$199,Online Primarily,Other,Vaguely aware of it,0.0368,99.6,85.8,0,1,5,4,4,3,2,1,1,100,69,75,43,31,0,11,5,4,4,3,3,2,2,100,85,83,62,47,14,7,2.0,110,120,165,175,1,5,4,3,1,3,5,3,Comfort,Price,Durability,Work/Office (casual environment),2,Traditionalists
233,MS,South,65+,Female,$50k-$74k,Asian,Yes,$150-$199,Online Primarily,Adidas,Vaguely aware of it,0.01,66.7,-1.0,0,1,3,3,2,1,1,1,1,58,53,24,5,0,0,0,4,3,3,2,2,1,1,65,55,35,21,0,0,0,4.0,95,105,115,155,4,3,3,3,3,4,4,4,Style,Brand,Material,Everyday casual wear,4,Curious Skeptics
234,OH,Midwest,35-44,Male,$75k-$99k,Black or African American,Yes,$50-$99,Online Primarily,Skechers,Never heard of it,0.0483,55.0,84.7,0,1,5,4,3,3,2,2,1,98,60,57,44,25,3,2,5,5,4,3,3,3,2,95,100,78,53,38,28,15,5.0,80,135,180,250,2,4,4,2,3,3,5,3,Price,Durability,Comfort,Work/Office (casual environment),3,Value Seekers
235,SC,South,25-34,Female,$100k-$149k,White,Yes,$100-$149,Online Primarily,Skechers,Never heard of it,0.0372,78.3,-1.0,1,0,3,2,2,2,2,1,1,62,34,43,9,17,0,0,4,3,2,2,1,1,1,73,45,34,9,0,0,6,,50,75,125,135,2,5,4,2,2,2,5,2,Comfort,Price,Durability,Travel,2,Value Seekers
236,NH,Northeast,55-64,Female,Less than $25k,White,Yes,$150-$199,In-Store Primarily,Skechers,Vaguely aware of it,0.1175,35.7,92.0,1,0,3,2,2,2,1,1,1,60,34,21,7,10,4,0,3,3,3,2,1,1,1,53,54,48,27,0,2,7,,50,65,130,140,1,5,5,3,3,3,4,3,Durability,Comfort,Price,Everyday casual wear,4,Value Seekers
237,KY,South,25-34,Male,Less than $25k,White,No,$100-$149,In-Store Primarily,Crocs,Never heard of it,0.0108,110.6,-1.0,0,1,2,2,1,1,1,1,1,21,5,0,0,0,5,9,3,2,2,1,1,1,1,45,27,17,0,2,1,0,4.0,40,65,75,85,1,4,5,3,1,3,4,2,Durability,Comfort,Price,Everyday casual wear,3,Traditionalists
238,RI,Northeast,45-54,Female,$75k-$99k,Hispanic or Latino,Yes,$150-$199,Depends on Type,None,Never heard of it,0.0753,42.0,79.7,1,0,3,3,2,2,1,1,1,55,43,26,7,0,0,0,4,3,3,2,1,1,1,66,53,42,18,5,3,0,,70,90,100,155,2,4,5,4,3,2,4,3,Durability,Price,Comfort,Style/Fashion statement,3,Value Seekers
239,OK,South,25-34,Female,$150k+,White,No,$100-$149,In-Store Primarily,None,Vaguely aware of it,0.1229,79.6,56.3,0,1,5,4,3,3,2,2,1,100,88,43,57,22,20,9,5,5,4,3,3,2,2,100,100,79,63,32,13,9,4.0,115,145,175,275,2,4,3,3,4,3,3,3,Comfort,HandsFreeConvenience,Fit,Work/Office (casual environment),3,Interested Pragmatists
240,MI,Midwest,65+,Female,$150k+,Black or African American,Yes,$150-$199,In-Store Primarily,Other,Never heard of it,0.01,114.5,-1.0,0,1,3,3,2,2,1,1,1,57,37,22,12,0,0,0,4,3,2,2,1,1,1,66,40,28,22,0,0,0,4.0,75,85,120,130,3,4,3,2,2,3,4,4,Price,Style,Comfort,Everyday casual wear,4,Curious Skeptics
241,MO,Midwest,45-54,Other/Prefer not to say,$75k-$99k,White,Yes,$200 or more,In-Store Primarily,None,Never heard of it,0.01,114.6,-1.0,0,1,3,2,2,1,1,1,1,46,39,35,7,2,2,0,4,3,2,2,2,1,1,72,43,27,21,7,0,16,2.0,70,85,125,140,1,5,4,4,2,4,4,3,Comfort,Fit,Price,Everyday casual wear,2,Value Seekers
242,MN,Midwest,25-34,Female,$25k-$49k,Hispanic or Latino,Yes,$50-$99,In-Store Primarily,None,Vaguely aware of it,0.1623,63.4,14.9,1,0,3,3,2,2,2,1,1,39,50,27,26,13,0,0,4,3,3,2,2,1,1,75,73,43,23,19,0,0,,90,100,135,160,1,4,3,3,2,3,4,3,Comfort,Price,Fit,Everyday casual wear,3,Value Seekers
243,CO,West,45-54,Female,$75k-$99k,Hispanic or Latino,Yes,$50-$99,In-Store Primarily,Skechers,Vaguely aware of it,0.187,92.7,13.3,1,0,4,3,2,2,1,1,1,74,57,39,10,4,6,0,3,3,3,2,1,1,1,62,53,44,23,0,0,0,,90,100,110,135,1,4,4,3,1,3,5,3,Price,Durability,Comfort,Travel,2,Traditionalists
244,FL,South,18-24,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,None,Vaguely aware of it,0.01,116.7,-1.0,0,1,3,3,2,2,1,1,1,62,44,40,3,0,0,6,3,3,2,2,1,1,1,71,51,27,15,0,1,0,4.0,80,140,150,160,4,3,3,4,3,3,4,4,Price,Fit,Style,Everyday casual wear,3,Curious Skeptics
245,CT,Northeast,35-44,Female,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,Nike,Never heard of it,0.0535,64.9,149.1,1,0,3,3,2,2,1,1,1,64,65,34,18,0,0,1,4,3,3,2,2,1,1,56,49,35,16,5,8,0,,80,95,115,125,1,4,5,3,3,3,4,2,Durability,Comfort,Price,Other,3,Value Seekers
246,UT,West,25-34,Male,$25k-$49k,White,Yes,$50-$99,Online Primarily,Other,Vaguely aware of it,0.2072,76.6,24.9,1,0,3,2,2,1,1,1,1,40,23,2,9,5,5,0,3,3,2,1,1,1,1,55,47,10,0,0,3,7,,60,85,95,125,4,4,5,2,3,3,4,3,Durability,Comfort,Brand,Everyday casual wear,3,Curious Skeptics
247,OR,West,18-24,Male,$25k-$49k,White,Yes,$150-$199,Online Primarily,Crocs,Vaguely aware of it,0.01,51.2,-1.0,1,0,4,3,3,3,2,2,1,63,53,38,36,10,21,0,4,3,3,2,2,1,1,80,47,41,24,20,0,0,,80,120,130,145,2,4,5,3,3,3,5,3,Price,Durability,Comfort,Work/Office (casual environment),2,Value Seekers
248,TN,South,45-54,Male,$100k-$149k,White,Yes,$100-$149,In-Store Primarily,Hey Dude,Never heard of it,0.01,62.3,-1.0,1,0,3,3,3,2,1,1,1,61,35,48,33,0,0,0,3,3,2,2,1,1,1,49,43,36,38,7,2,0,,40,75,155,165,1,4,4,3,3,2,4,3,Comfort,Durability,Price,Specific activity needing convenience,4,Value Seekers
249,CA,West,18-24,Male,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Hey Dude,Never heard of it,0.0175,64.9,-1.0,0,1,4,3,3,2,1,1,1,90,68,45,28,3,0,8,4,4,3,3,2,2,1,85,67,33,38,35,10,3,4.0,75,110,145,195,2,4,4,3,1,3,5,1,Price,Durability,Comfort,Travel,2,Traditionalists
250,WV,South,55-64,Male,$25k-$49k,White,Yes,$150-$199,In-Store Primarily,None,Vaguely aware of it,0.1132,24.0,52.0,1,0,3,2,2,1,1,1,1,56,19,0,2,0,0,0,3,2,2,1,1,1,1,40,20,5,0,0,0,0,,80,90,100,110,4,3,4,2,3,2,3,3,Durability,Brand,HandsFreeConvenience,Work/Office (casual environment),2,Curious Skeptics
251,KS,Midwest,55-64,Male,Less than $25k,White,Yes,Less than $50,Online Primarily,Other,Never heard of it,0.0421,60.3,105.9,0,1,3,2,2,2,1,1,1,43,26,6,10,0,1,0,4,2,2,1,1,1,1,78,29,29,7,1,0,8,4.0,70,90,115,125,2,5,4,2,3,4,3,4,Comfort,Durability,Style,Specific activity needing convenience,3,Interested Pragmatists
252,SD,Midwest,65+,Male,$75k-$99k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.01,57.9,128.6,1,0,3,2,2,1,1,1,1,55,24,0,0,1,1,0,3,2,2,1,1,1,1,30,22,25,0,0,3,4,,85,95,105,115,2,4,5,3,2,3,4,2,Durability,Comfort,Price,Travel,4,Value Seekers
253,AL,South,55-64,Female,$100k-$149k,White,Yes,$200 or more,In-Store Primarily,Crocs,Never heard of it,0.01,76.9,-1.0,0,1,4,3,3,2,2,1,1,75,52,32,26,14,3,3,4,4,3,3,2,1,1,92,83,51,51,31,0,6,4.0,70,100,110,205,2,4,4,3,3,3,4,3,Price,Comfort,Durability,Everyday casual wear,4,Value Seekers
254,NV,West,45-54,Female,$100k-$149k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Vans,Somewhat familiar,0.0962,111.9,119.1,1,0,4,3,3,2,2,1,1,75,55,45,15,7,2,0,4,4,2,2,2,1,1,94,70,27,34,26,10,0,,75,85,165,175,1,5,3,3,2,3,5,3,Comfort,Price,Durability,Work/Office (casual environment),3,Value Seekers
255,LA,South,55-64,Female,$25k-$49k,White,No,Less than $50,Depends on Type,None,Never heard of it,0.0269,79.5,-1.0,1,0,3,3,2,2,1,1,1,39,46,24,19,0,3,2,3,3,2,2,1,1,1,64,41,22,10,4,0,5,,50,110,120,130,2,5,4,2,4,3,3,3,Comfort,HandsFreeConvenience,Durability,Work/Office (casual environment),3,Interested Pragmatists
256,MD,South,55-64,Female,$25k-$49k,Hispanic or Latino,Yes,Less than $50,In-Store Primarily,None,Somewhat familiar,0.1075,97.4,80.7,1,0,4,3,3,2,2,1,1,63,34,44,25,12,0,3,4,3,3,2,2,1,1,80,59,39,37,1,0,0,,55,65,130,145,2,5,4,2,3,3,5,2,Comfort,Price,Durability,Other,2,Value Seekers
257,VA,South,25-34,Female,$50k-$74k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Vans,Never heard of it,0.01,127.4,-1.0,0,1,4,3,3,3,2,2,1,91,61,43,46,9,20,2,4,4,4,3,3,2,2,91,74,80,52,40,27,18,5.0,85,150,160,195,2,5,4,3,3,3,4,3,Comfort,Durability,Price,Work/Office (casual environment),5,Interested Pragmatists
258,IL,Midwest,35-44,Male,$75k-$99k,Other,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.01,111.8,-1.0,0,1,3,3,3,1,1,1,1,55,51,47,2,4,11,0,4,3,2,2,1,1,1,63,39,31,0,0,0,0,4.0,60,75,85,125,3,5,5,3,2,3,5,2,Durability,Price,Comfort,Everyday casual wear,4,Value Seekers
259,CO,West,25-34,Female,$75k-$99k,White,No,$150-$199,Online Primarily,Nike,Somewhat familiar,0.2191,54.1,29.8,1,0,4,4,3,2,2,1,1,71,83,64,27,13,3,2,4,4,3,2,1,1,1,75,73,71,29,0,13,5,,70,110,150,160,2,4,4,3,2,3,3,4,Comfort,Durability,Style,Specific activity needing convenience,4,Interested Pragmatists
260,NH,Northeast,55-64,Male,$25k-$49k,Hispanic or Latino,Yes,Less than $50,In-Store Primarily,Skechers,Never heard of it,0.0876,94.1,92.9,0,1,4,3,2,2,2,1,1,80,52,38,21,11,0,0,4,3,3,3,2,1,1,87,56,39,46,14,0,2,2.0,85,110,135,150,2,5,3,3,4,3,4,3,Comfort,Price,HandsFreeConvenience,Everyday casual wear,2,Interested Pragmatists
261,GA,South,35-44,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,Hey Dude,Never heard of it,0.0477,66.9,-1.0,0,1,3,2,2,2,1,1,1,59,30,35,40,0,8,0,4,3,3,2,1,1,1,76,50,44,11,7,1,7,4.0,65,80,125,170,1,4,4,3,3,3,4,2,Durability,Comfort,Price,Travel,3,Value Seekers
262,GA,South,45-54,Male,$75k-$99k,White,Yes,$50-$99,Equal Mix,None,Vaguely aware of it,0.01,77.2,-1.0,0,1,4,4,3,3,2,2,1,80,69,63,50,28,0,9,5,4,4,3,3,2,1,99,94,75,51,47,8,10,3.0,80,125,175,195,1,4,5,3,3,3,5,3,Durability,Price,Comfort,Work/Office (casual environment),3,Value Seekers
263,VT,Northeast,45-54,Male,$25k-$49k,Hispanic or Latino,Yes,$200 or more,In-Store Primarily,Other,Never heard of it,0.0852,30.5,106.1,0,1,3,3,2,2,2,1,1,57,51,31,27,11,0,0,4,3,2,2,2,1,1,78,49,28,15,19,0,0,4.0,75,85,140,150,3,4,5,3,3,3,4,4,Durability,Comfort,Price,Specific activity needing convenience,3,Interested Pragmatists
264,LA,South,45-54,Female,$100k-$149k,White,Yes,$150-$199,Online Primarily,None,Never heard of it,0.01,116.0,-1.0,1,0,5,4,4,3,3,2,1,100,76,71,33,39,1,0,4,4,3,3,2,2,1,87,69,61,58,17,16,0,,85,95,125,180,2,4,4,2,2,3,4,2,Comfort,Price,Durability,Travel,3,Value Seekers
265,OR,West,35-44,Male,$75k-$99k,Black or African American,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.01,74.1,-1.0,1,0,3,3,2,2,1,1,1,56,52,6,8,8,0,1,3,3,3,1,1,1,1,48,42,51,0,3,6,0,,45,85,100,115,1,5,5,3,1,4,5,1,Comfort,Durability,Price,Travel,2,Traditionalists
266,NV,West,55-64,Male,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,Nike,Vaguely aware of it,0.0974,85.2,121.7,1,0,4,3,2,2,2,2,1,67,49,20,20,2,8,0,4,3,3,2,2,2,1,89,66,29,20,18,12,0,,90,115,125,180,2,5,5,3,1,3,5,3,Durability,Price,Comfort,Other,1,Traditionalists
267,MD,South,18-24,Female,$25k-$49k,White,Yes,$200 or more,Equal Mix,Other,Vaguely aware of it,0.0655,91.4,118.9,0,1,3,2,1,1,1,1,1,43,24,1,4,1,0,0,2,2,2,1,1,1,1,27,31,15,0,0,0,0,4.0,60,70,80,125,2,5,4,3,4,4,4,2,Comfort,Durability,Material,Everyday casual wear,2,Interested Pragmatists
268,PA,Northeast,25-34,Male,$25k-$49k,White,Yes,$50-$99,Online Primarily,Nike,Somewhat familiar,0.1966,47.5,45.2,1,0,4,3,3,3,1,1,1,82,53,67,48,0,0,0,4,3,3,2,1,1,1,92,33,44,23,3,2,0,,105,115,125,140,3,4,3,3,3,3,3,4,Comfort,Style,Price,Everyday casual wear,4,Interested Pragmatists
269,AR,South,65+,Male,$100k-$149k,White,Yes,$100-$149,In-Store Primarily,Crocs,Never heard of it,0.04,129.7,-1.0,0,1,4,3,3,2,2,1,1,70,57,50,13,6,0,0,4,3,3,3,2,2,1,81,56,51,45,7,6,0,4.0,110,120,160,170,1,4,4,3,1,3,5,1,Price,Comfort,Durability,Work/Office (casual environment),3,Traditionalists
270,VT,Northeast,25-34,Male,$75k-$99k,White,Yes,$150-$199,In-Store Primarily,None,Never heard of it,0.0575,45.3,52.0,1,0,5,5,4,4,3,2,1,100,100,60,65,60,23,3,5,4,4,3,2,2,1,100,84,66,57,30,22,0,,110,120,200,210,1,5,4,4,3,2,4,3,Comfort,Durability,Fit,Everyday casual wear,2,Value Seekers
271,MT,West,45-54,Female,Less than $25k,White,Yes,$50-$99,In-Store Primarily,None,Never heard of it,0.01,46.9,-1.0,0,1,3,3,2,2,2,1,1,60,58,35,7,16,3,0,4,3,2,2,2,1,1,91,61,28,29,17,5,5,3.0,85,95,130,155,3,4,3,4,3,3,3,3,Comfort,Fit,Price,Everyday casual wear,2,Curious Skeptics
272,NE,Midwest,35-44,Male,$25k-$49k,White,Yes,$50-$99,Depends on Type,Skechers,Never heard of it,0.0604,41.4,102.9,0,1,4,3,3,2,1,1,1,97,49,54,7,0,0,0,4,4,3,3,2,2,1,86,76,42,53,35,24,7,5.0,95,135,145,155,2,4,4,2,4,4,3,4,Material,Style,Comfort,Everyday casual wear,5,Interested Pragmatists
273,WA,West,65+,Male,Less than $25k,Asian,Yes,$150-$199,Equal Mix,None,Never heard of it,0.0176,115.9,-1.0,0,1,3,2,1,1,1,1,1,56,39,0,0,1,0,4,3,2,2,1,1,1,1,46,25,11,0,0,2,0,4.0,40,50,60,120,4,4,4,2,5,3,3,4,HandsFreeConvenience,Brand,Comfort,Everyday casual wear,3,Premium Enthusiasts
274,ND,Midwest,55-64,Female,$75k-$99k,Other,Yes,$150-$199,Online Primarily,Other,Never heard of it,0.066,64.2,79.6,0,1,3,3,2,1,1,1,1,68,48,29,0,10,5,0,4,4,3,3,2,2,1,85,78,59,46,11,7,5,5.0,100,125,135,195,1,4,5,2,3,3,5,4,Price,Durability,Style,Specific activity needing convenience,4,Value Seekers
275,AL,South,18-24,Female,$75k-$99k,Asian,Yes,$50-$99,Online Primarily,Hey Dude,Vaguely aware of it,0.024,49.6,-1.0,1,0,4,4,3,2,2,2,1,92,73,54,17,14,18,5,4,4,2,3,2,2,1,88,58,36,50,15,8,4,,95,140,155,165,1,5,5,3,1,3,5,2,Comfort,Price,Durability,Work/Office (casual environment),1,Traditionalists
276,NJ,Northeast,45-54,Female,Less than $25k,Asian,Yes,$50-$99,In-Store Primarily,None,Very familiar,0.2707,87.6,24.0,0,1,4,4,3,2,2,2,1,94,79,42,45,13,15,0,5,4,3,3,3,2,2,97,55,57,50,63,12,2,5.0,95,130,185,195,1,5,5,3,2,3,4,3,Comfort,Durability,Price,Specific activity needing convenience,4,Value Seekers
277,AK,West,65+,Female,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Vans,Never heard of it,0.01,-1.0,-1.0,0,1,3,4,3,2,2,1,1,58,78,54,28,8,7,0,4,4,3,3,2,1,2,92,88,47,42,14,0,0,5.0,95,125,200,210,2,5,5,4,1,4,5,3,Comfort,Price,Durability,Style/Fashion statement,4,Traditionalists
278,MI,Midwest,35-44,Male,$75k-$99k,White,Yes,$100-$149,Online Primarily,Skechers,Never heard of it,0.01,90.2,-1.0,0,1,4,4,3,3,2,2,1,90,72,45,54,16,25,0,5,4,3,3,3,3,1,100,78,70,59,48,47,0,5.0,110,120,140,180,2,4,4,3,1,3,4,1,Price,Comfort,Durability,Work/Office (casual environment),4,Traditionalists
279,WA,West,18-24,Male,$100k-$149k,Hispanic or Latino,Yes,$200 or more,Online Primarily,Nike,Never heard of it,0.01,134.4,-1.0,1,0,5,4,4,3,3,3,2,100,95,77,59,50,29,8,5,4,3,3,3,2,2,92,90,64,60,51,23,16,,80,120,170,205,1,5,5,3,1,4,5,3,Price,Comfort,Durability,Travel,1,Traditionalists
280,SC,South,45-54,Female,$75k-$99k,White,Yes,$50-$99,Online Primarily,Crocs,Never heard of it,0.01,87.6,-1.0,1,0,2,2,2,1,1,1,1,26,1,21,0,6,5,1,2,2,2,2,1,1,1,33,8,16,11,0,2,0,,40,65,90,100,3,4,3,4,3,2,3,4,Comfort,Style,Fit,Everyday casual wear,2,Curious Skeptics
